text_chunk,sentiment
"to be honest, i didn't want to like this formula. i was having gas and spit-up issues with enfamil newborn and our pediatrician recommended this for our 2 week old son. when i read the ingredients and saw that the first one is corn syrup, i balked and purchased a three pack of baby's only organic from amazon, hoping it would work for us. it made my baby terribly constipated. so i bought the target brand gentle formula which is supposed to be comparable to this. it is, but we were still getting spit ups. i switched to a mix of enfamil newborn and enfamil ar. back to horrible, screaming gas issues. finally, reluctantly, i had to admit that of the four things we'd tried, this is the best for us. i bought the brand name because the target brand smelled like malt mix and doesn't mix well. there is really no difference between enfamil and target other than the smell and color. enfamil doesn't mix well either. both give my son horrible green swamp poops which are runny and explosive. but apparently that's normal with the gentle formulas. yuk.<br /><br />my son does better on this. i suspect he",neutral
"really no difference between enfamil and target other than the smell and color. enfamil doesn't mix well either. both give my son horrible green swamp poops which are runny and explosive. but apparently that's normal with the gentle formulas. yuk.<br /><br />my son does better on this. i suspect he has lactose sensitivities and this, while not really cutting down on the gas, helps him to pass it and not scream in pain all day. he sleeps well and eats without pain. while i would like him to eat something that doesn't make his diapers so nasty, it's worth it. plus, we use cloth diapers so the poop doesn't explode out of the diaper and onto his clothes. it does make for some very interesting diaper changes.<br /><br />i'm still not completely settled on this, but i have a two month supply so we are on it for now. i just wish i could find something that would agree with him without the gross diapers and less than ideal ingredients.<br /><br />update: i switched to baby's only lactorelief and saw a huge improvement in reflux symptoms in just 1 feed! his stools improved drastically and he is a new baby!",neutral
just wish i could find something that would agree with him without the gross diapers and less than ideal ingredients.<br /><br />update: i switched to baby's only lactorelief and saw a huge improvement in reflux symptoms in just 1 feed! his stools improved drastically and he is a new baby! i have come to believe that it was not reflux at all.,neutral
"i have had wonton soup since i was a kid. somehow in the past few years, the price doubled on these cans. the filling has decreased a lot so it's mostly noodle. it's still a yummy soup, with a good flavor that is similar to chicken noodle but a little different. however at the current price, it's almost not worth it.",positive
"when i saw the spicy thai chips, i knew i had to try them. i love spicy and i love thai food, so why not? first off, these chips are not super spicy. they actually taste sort of sweet at first, with many degrees of flavor. the spiciness is more of a lingering taste that bites afterwards. i'd say these are definitely a good, unique chip. but if you absolutely hate sweet chips, i'd try a different flavor since these are a little sweet.",positive
"the product was okay but the color was very different than advertised. it was a darker pink, not red at all.<br /><br />i tried to use it a couple different ways, and as a relative beginner, i did not find the product easy to use.<br /><br />i tried mixing in with a little vanilla extract in order to ""paint"" it on (i had read this was the best way to do it). i found that the painting was very streaked and not very consistent. maybe someone more experienced will be able to use it more effectively. in the end, because the red color was important for the cake, i mixed it with red food coloring instead of vanilla extract. the pearl dust used this way had just a little impact on the color, not a great deal.<br /><br />in the end, i would have experimented more on the best way to use it if the color had been more red. but as was, i didn't find it super useful and will be unlikely to purchase again. i hope that other people have a better experience as i very much like the idea of the product.",negative
"to use it if the color had been more red. but as was, i didn't find it super useful and will be unlikely to purchase again. i hope that other people have a better experience as i very much like the idea of the product.",negative
"these saltines have been around ever since the beginning of time, or so i think! you can even get antique tins in which these used to be sold. they're still the best in my book, have the best flavor, do the best job of keeping away the flu symptoms, and taste the best in soups and recipes. i don't buy anything else any more. i've tried them all just for fun and always have to come back to premium. highly recommend!",positive
"i was sick of eggs. and sick of cornflakes. so when i spotted the pancake mix from bob's, i had to try it. like all of their products, it was really easy to make - just like any pancake mix. the first batch i made, however, were... well, let's say ""dense."" i was feeding a guest, who clutched his throat and asked for liquid to wash it down. but i didn't think they were that bad, considering the wheat free sludge i'd engaged before. so, i drowned mine in maple syrup and thought it was quite tasty.<br /><br />the next time, i tried modifying the recipe a bit with fruit - fresh blueberries to be exact. and those came out a lot moister and less dense. mmm... blueberry pancakes... wonderful! i've tried other fruit, tossed in applesauce once... and each time, i got interesting twists on much moister pancakes.<br /><br />i still don't eat them often -- just when i'm having a ""help, i can't eat another egg"" moment. actually, they are good as part of a big brunch, with an egg over easy on top. since can't eat bread with my eggs, it takes the place of toast.<br /><br",neutral
"/>i still don't eat them often -- just when i'm having a ""help, i can't eat another egg"" moment. actually, they are good as part of a big brunch, with an egg over easy on top. since can't eat bread with my eggs, it takes the place of toast.<br /><br />i've wondered if whipping these frothy with a beater might help but haven't tried it yet. all in all, they're tasty, if a little thick, very filling and easy to whip up.",neutral
"product handles as it should. keeps kcups organized and the drawer slides out easily. the only thing better would be if i could put my keurig on top, but it makes it too tall for use, under my cabinets. i placed other coffee related items on top, so it still works out nicely.",positive
"i buy extra bold coffee and brew it on the mug size in my cuisinart single serve brewing system, it makes the perfect cup of coffee. this coffee has a rich flavor, just perfect.",positive
"this product delivered on its promise. no involved gadgetry, just a simple fix. i later noticed this product selling in stores where good wine is appreciated. this is a good gift for wine enthusiasts or those who drink infrequently. my holiday shopping just got a little easier!",positive
"my rottie, with a sensitive stomach, is able to tolerate these treats well. the best part is she actually has to chew them for a few moments...if you have a rottwieler you know what i mean. any treat is chomped on in 1 second and gone... i feel good about these treats because they seem very healthy for large dogs...although, my daughters chiauau loves them !",positive
"coffee is ok but don't know whether i will reorder or not. rather weak but if your machine has the water level setting, i would suggest that you use one of the smaller cups.",neutral
"i love this product and am happy that i ordered a case! i feel great that he loves them and they are organic, packaged in a bpa free container. my son gobbles these in a high chair so happily while we dine out. it is fantastic. i also love that i do not need to break them up like other finger food. he has never had an issue swallowing them, even before he had his top teeth.",positive
"the other reviewer mentions it not being very strong. i like strong coffee as well and generally use 2 bags. but, the convenience of this product is what makes it great. you can take it camping, to your office if you don't have a coffee maker, visiting friends/family or at home, if you have little counter space and don't want a coffee maker there. it's definitely not starbucks or anything like that, but it's a great product. the convenience of a tea bag and the ability to have your coffee on the go.",positive
"i compared this to ahmad tea -london- and twinings of london versions of earl gray tea. i let them all steep one minute in the same amount of water.<br />higgens and burke had the strongest bergamot of the three. ahmad was most astringent, h&b second, and twinigs smoothest.<br />by the third cup. (re-using the same bag) h&b was practically perfect.<br />since i prefer subtler and smoother earl gray, my recommendation is to use more water (like a small teapot for one bag rather than a cup or mug) and be careful how long you leave it in.<br />if you are a fan of strong tea or double bergamot tea, i think you will really like this.",positive
"these k-cups taste good and are great for a quick chai fix. they're also a good coffee alternative, but they not good enough to replace my starbucks stop for a chai latte or an apple chai.",neutral
"cobblestone kitchen's irish creme hot cocoa mix has got to be the most luxurious tasting cocoa on the market. we originally bought this cocoa to use as a base for frappuccinnos but quickly decided it was way to good to waste in a mix. the flavor is rich and smooth. we have made it a part of our winding down for bed time procedure - a couple of cups together and just relax.<br /><br />cobblestone kitchen refers to the cocoas as ""delicious and decadent"" and they are being extremely modest.",positive
"i'm looking for a really good chai to make at home. this had good reviews and my local grocery store actually carried it. i brought it home, made a cup and literally couldn't drink it. i had to put 3 tsp the sugar in it and extra cream to even be able to take a few sips. and thats reslly saying domething because i usually take little to no sugar in my tea. i actually like bitter black tea. this chai by stash isn't bitter so much as just plsin bad. i love chai and used to order loose leaf ( at a high price) from a place online that doesn't have it anymore. i guess you get what you pay for. this tea has a terrible after taste i can't begin to describe. like dirt or sour cinnamon. i like both cinnamon and cloves so i'm not sure my complaint is the same as other reviewers. it really tastes like old bitter, sour, cheap spices to me! glad i got this on sale at the store rather than wasted money ordering here. this box willbe going to work, annonously so no one knows it's from me! or perhaps i",negative
"complaint is the same as other reviewers. it really tastes like old bitter, sour, cheap spices to me! glad i got this on sale at the store rather than wasted money ordering here. this box willbe going to work, annonously so no one knows it's from me! or perhaps i should just throw it out. don't like to be wasteful but i can't bear the thought of drinking a whole box of this!",negative
"i really love this maca powder. it has a nice texture and tastes very good to me. (i may be weird, but i like to take it in small amounts right off the spoon and love the taste.) it's great in smoothies if you don't want to taste it. gives me energy and also energy of the root chakra kind if you know what i mean. if your sex drive is low, give it a try for a few weeks and see what you think. it seems to help with hormonal balance or something wonderful. i take a spoon every day and sometimes skip a day or so if i can stand to, just to help my body stay responsive to the maca. wonderful stuff. keep it coming! is there such a thing as too much maca?",positive
"plocky's chips are made of several whole grains and have a touch of sweetness. they are a little lower in fat and sodium than regular tortilla chips. the flavor out performs any tortilla chip i have ever eaten. they hold up great to salsas and dips. nothing wimpy about them. i just wish the company made a bigger bag! love them. usually found in the organic foods section of the grocery, but seem to be difficult to obtain as the shelf is always empty. order by the case. you'll be glad you did as they disappear fast.",positive
"i've bought the big size of smarties before in the store, but they're not this big. these packs are about 6 inches long with smarties about the diameter of quarters, though thicker. they don't have as much of a curve toward the middle as little smarties, but they have that same pressed-candy powder taste and texture.",positive
"i recently started drinking flavored coffees, since i preferred regular to hazelnut and french vanilla. this coffee changed that. this coffee has a rich flavor and tastes great. i have started keeping a supply on hand, and have had black coffee drinkers try this, and so far they have all said this is the only flavored coffee that they thought tasted good. try it you won't be disappointed.",positive
"we tried this a couple times, but we have a substantial preference for the kraft bacon ranch pasta salad. it's the same idea as this, but for some reason the betty crocker suddenly salad gave our family upset stomachs both times we tried it. in fact, my kids started calling it ""suddenly something down your leg"", which is what it is known as to this day in our house. the sad part is the kraft version is much harder to find, but definitely superior. check out the kraft one - more delicious and less crampy results.",negative
"i have made iced chai lattes with this mix for about five people now and they all love it. there are instructions on the side of the container that tell you how to do it. it's very simple. my only suggestions is this: when it says to use 1 and 1/3 cups of powder, only use 1 cup. it can be too sweet if you use the amounts they tell you to use.",positive
"i think it tastes pretty darn good.<br />i was a diet dr. pepper addict at one point in my life. i gave it up for the aspartame and sodium it contained.<br />it is nice to have an alternative that is 0 calories and i look forward to the day that soda stream creates a diet line that is sweetened with stevia instead of sucralose. for now it is a better, greener alternative.",positive
this stuff is yummy in the tummy. get some. it tastes like bacon. i'm glad i am not a muslim because they probably can't eat this stuff. that is a good thing. that leaves more for me. ha ha. i have this set up on the automatic order system through amazon.com that makes the price a dollar or two cheaper. it also makes it convenient for me so that i can keep my canned goods rotating. instead of ordering or purchasing large quantities that all have the same expiration date on them i will keep getting new stock with fresh dates on them. i have my system set up for every two months so i will get 6 fresh cans at a time. this is just one of the ways that i am staying prepared for emergencies. don't get caught with your pantry empty. history could repeat itself so do some little things to help make sure that you will have a little food stored for the unexpected.<br />by the way i slice this up and fry it in the skillet. it really does smell and taste like bacon.<br />i think i bought some at sam's club once but when,positive
some little things to help make sure that you will have a little food stored for the unexpected.<br />by the way i slice this up and fry it in the skillet. it really does smell and taste like bacon.<br />i think i bought some at sam's club once but when i went back for more they did not have it.<br />wal-mart didn't have it either.<br />what i do is open the can and extract the meat from inside carefully. i make at least 8 equal slices. thinner is better but i find that i like uniformity in my slice. i spray the skillet lightly with some non stick spray. turn the burner on high and wait a minute or two for it to get hot. place the slices in the pan for 4 or 5 minutes and turn the heat back to medium high. flip them over and brown both side. if either side isn't uniformly brown flip again until it is just right.<br />cooking them this way will reduce the fat content a little. it adds a lightly crisp texture and a cooked meat flavor. i like to eat them just like that out of the pan. i also,positive
side. if either side isn't uniformly brown flip again until it is just right.<br />cooking them this way will reduce the fat content a little. it adds a lightly crisp texture and a cooked meat flavor. i like to eat them just like that out of the pan. i also like to put two slices between bread with a little mustard.,positive
"i ordered the first bottle a month ago and measured an ounce a day in a 7 oz glass of water, just the right mixture for taste and of course doing it this way the bottle lasted 32 days. i just received the second bottle today and am ready for another 32 days. funny thing happened during shipping, the bottle was distorted with the cap being bent down into the top side,(good thing bottle is plastic & bent ok),and can't be straightened but no spillage happened, so i will carefully open and pour the syrup into the first bottle. the design of the bottle makes pouring into a shot glass easy for measurement.",positive
"we have come very close to ordering cases of these mangoes when we've visited hawaii - this is a far cry from the hard, somewhat-sweet mangled slices we've seen in our local health food stores. beautiful, delicious, perfectly sweet and zingy.",positive
"this is my favorite coffee out of all coffees, other than german coffee. so many flavors and blends to choose from. they also are huge supporters of our troops. they have a military match program when you buy 4 bags they will match 4 bags free. i have been able to keep my hubby stocked with coffee through every deployment thanks to community.",positive
"when you first open a tin of this, you smell this nice fruity aroma. but, when you taste it, you realize the flavor is kind of dull and lacking. i'd probably only buy this again for a party or something, since it's expensive too.",neutral
"my kids love brownies, but i could no longer by the regular brands in the grocery store with a good conscious. i still wanted the convenience of a mix, though. these fit the bill. they first time i made them, they thought they tasted ""funny"" because they were so used to the processed crap. now they eat them up and have gotten used to the flax taste. i think they are yummy!<br />these are in no way low-calorie or low-fat though. instructions call for a lot of oil, eggs, and butter (you can use earth balance and egg replacer if you're vegan). flax seeds also have a good amount of fat (although the healthy kind). i've made them with olive oil before and they were just as good. i've also added extra organic cocoa powder to make them extra chocolatey, but they really don't need it. i love the chewy texture of the flax seeds. there are very few ingredients, i could probably make the same brownies homemade, but it would be a pain to have to grind the flax seeds, etc. these are easy and yummy. even though they are not necessarily ""healthy"" from a calorie and fat standpoint,",positive
"texture of the flax seeds. there are very few ingredients, i could probably make the same brownies homemade, but it would be a pain to have to grind the flax seeds, etc. these are easy and yummy. even though they are not necessarily ""healthy"" from a calorie and fat standpoint, i can feel good about giving my kids treats that aren't loaded with processed crap.",positive
"came decently packaged, in a plastic jar, much like the picture. this is raw honey, not medical grade, but the umf properties are still quite evident. you can easily smell the flowers in the honey. this stuff works well with mrsa, even when taken internally. the sores went from taking months to heal to days.",positive
"as far as buttered popcorn goes, it's what you'd expect. nothing special taste wise, does not taste anything like cheese. it tastes just like normal buttered popcorn. it does however smell very funny when it is being cooked. i've noticed that this popcorn pops much faster than any other brand i've tried.<br /><br />all in all, horrible cheese popcorn, standard for buttered.",negative
"i have only found a few gluten free crackers i like, this is not one of them. i purchased these at sam's club, much cheaper. these crackers were hard, not crunchy, almost seemed stale. the first bite didn't taste too bad but they left an awful, odd after-taste, similar to burned grain. the texture wasn't too bad, not the usual prepackaged gluten-free grainy texture. my husband went gluten-free when i had to, he almost almost anything and he doesn't like them either. we tried them plain, with cream cheese, with cream cheese/olives, in salad, with cheddar cheese, nacho cheese but nothing would conceal the after-taste, in my opinion they were horrible! i would say it is just my taste buds but...i not 1 of my 5 kids, 4 of which will eat pretty much anything, liked these. we offered them to friends, family, and neighbors but after trying them no one would take them. it could be possible that we purchased a bad batch, there were 2 packages in the box, but i don't think we want to chance buying and wasting another box. after reading some of the other reviews it appears many people love them, i guess you",negative
"one would take them. it could be possible that we purchased a bad batch, there were 2 packages in the box, but i don't think we want to chance buying and wasting another box. after reading some of the other reviews it appears many people love them, i guess you never know unless you try them. we hated to toss them in the trash so we occasionally used them as dog treats, the dogs did like them.",negative
"i ordered this in nov. 2010. i saw the other review from jan. 2011 saying they got expired boxes sent to them. i'd encourage them to buy again because my expiration date was march 12, 2012 and it tasted just like i remember from growing up. love it and ordering 2 packs this time. :)",positive
"we have been using pill pockets for about 5 years, for cocker spaniel that must take seizure medication. he has never refused to take it. it is a little treat i always put on top of his food, and even if he doesn't eat his food for some reason, he always eats the pill pocket. also, i have paid $11-13 each bag for all those years at a popular pet store. to pay $20 for four bags (same weight, same product), is like a huge sale for me. very happy with purchase and deal!",positive
"if an old-fashioned potato chips and some rice cakes had a love child it would be this! it has 100 calories per pag(3g of fat, 0g sat fat) and a sweet taste that reminds you of a rice cake that has a potato chip taste. while it will not make you forget the classic potato chip, those who are looking for a salty 100 calorie snack will greatly appreciate this.",positive
"my main use for almond, soy, or rice milk is to use in coffee or tea. the best so far is silk soymilk original but this silk almond milk is very nearly as good. actually as far as taste goes i'd say the almond milk might be best but for using in coffee the soy edges out the almond for creaminess. i totally enjoy them both and have been buying the almond milk from amazon at a very fair price. but now it's off the subscribe and save program so the cost will go up . i intend to continue buying either silk almond or silk soy milk because they are the best for me.",positive
i read some of these reviews and i felt i had to leave one of my own. this mustard is amazing! the person who threw this out because it was horrible astounds me! i on the other hand will scrape the last drop out of the container. highly reccommended! as far as the artificial stuff....who really cares? almost anything you buy has artificial flavors and stuff....welcome to american food. this mustard will always hold a special place in my fridge and will always have more waiting in the pantry.,positive
"best flavor yet and instant favorite, cant stop eating!! : choc chip cookie dough<br />all time favorite snack: cashew<br />gonna try (next best thing ?): chocolate chip brownie<br /><br />ok flavors<br />pretty good but slightly acidic : banana cookie<br />tangy and sour for alternative taste: pecan<br />alternative to cashew with a tang : key lime<br />sweet and tang : carrot cake<br />sweeter chocolate alternative : chocolate coconut<br /><br />fail flavors:<br />too strong to put in mouth : cherry pie<br />too sweet: coconut cream pie<br />forgettable : apple pie",positive
"convenient! great for on-the-go. my newborn love this and so do i. however, these are pricey compared to the powdered formula. at $40, you get 96oz worth. with the powder formula (from sams club), at $27, you get 244oz. we're currently using both types for our newborn. she seems to favor the ready-to-go better than the powder.",positive
"this product is a nice, quick, and easy way to make soup that's not out of a can and very reasonable for the price. the tag attached to the bag has crock pot instructions which i followed. by about hour 4 on low, the soup was done (hours earlier than the instructions stated) and the noodles were complete mush. we ate it anyway and it was very tasty but the noodle problem could have been avoided.<br /><br />my suggestion is to separate out the noodles from the bag and add them to the crock pot about 30 minutes before you would like to eat. i also added some frozen italian meatballs to the soup which really made it a meal.<br /><br />overall, the taste was good and the price was right.",positive
"i visited sicily about a decade ago. i ate many almond desserts on the island, and encountered the delicious sicilian marzipan the first time. unfortunately, i haven't found the same flavor since... until now. the stramondo marzipan has a superb intense almond flavor, despite that it does not contain any flavorings, only organic raw sugar and almonds. the texture is very fine,smooth. i cook quite a lot, and like almonds, so i fell in love with the product. the company sends it with ups as default, i. e. the postage is rather expensive... therefore now i will order three packs of it in one shipment...",positive
"absolutely delicious and super handy shelf-stable asceptic lowfat organic milk. saves time and gas money when i'm out of milk and but need a cup or two; an easy way to live a ""greener"" life by not driving unnecessarily. in the olympia area, the cartons can also be recycled; check to see if they can in your area.<br /><br />these little cartons have earned a permanent spot in my pantry, in fact i've signed up for amazon's subscriber service where they will automatically send out a box of them at an interval i chose. what could be more convenient?",positive
"my 5 month old just started baby foods. he has tried a couple other brands of squash, but did not like them. i picked up sprout, and he ate the whole pouch! he loves them! i am now stocking up on other flavors!",positive
"i was slightly suspicious when i purchased this chocolate hazelnut spread. several factors concerned me:<br />1. ""raw"" chocolate. i was not familiar with this.<br />2. ""sprouted"" hazelnuts. never seen that before<br />3. coconut sugar aka coconut palm sugar. does this taste like coconut? (no more like caramel!)<br /><br />well, the stuff delivers and in spades. this is not nutella, this is a concentrated powerful decadent punch that just happens to be health food. i spooned this stuff like mana from heaven. had to hold back from eating too much, but was helped by the concentrated aspect.<br /><br />since getting my jar i researched all 3 points above and have been converted.<br /><br />why not 5 starts? the shipping costs involved are just too high. i understand that these great products carry a premium product price and i'm ok with that, but i just don't think the premium shipping price is warranted. that alone has kept me from re-ordering.",positive
this is the best tea i have ever tasted at home. the flavors are blended perfectly. i like to fill a cup with ice then do a quick brew with the keurig machine. no need to add sugar or cream. i just wish i could find a comparable decaf so i could have an excellent nighttime cup of tea before sleeping.,positive
"my daughter & i are gf and we both got very sick from eating only these. we didnt eat anything else at night and in morning we were very sick, like we ate alot of gluten. i dont get it, it says gf and certified, etc. they tasted good, but i felt so bad i couldnt do anything the next day and my poor 3yr old told me her belly hurt. i wont ever eat them again.",negative
"my english bulldog loves this food. he thought it was treats when we were switching him off of eukanuba. it's easy for him to eat. the only hard part is not every pet store sells this food. the petsmart near us has it, but the petco doesn't. the price is cheaper on amazon, plus if you are a prime member is free shipping.",positive
"i'm a big earl grey black tea drinker. this tea was flavorful, but not as good as <a href=""http://www.amazon.com/gp/product/b000f4h5qi"">twinings earl grey tea, tea bags, 50-count boxes (pack of 6)</a> or a trader joe's house brand that i buy. the flavor is more subtle and less pronounced. food flavors like perfume essences are very personal. i prefer the more pronounced flavors in earl grey. if you prefer a lighter earl grey, you'll love this!",positive
"i thought it was included in prime and spent over $12.00 including shipping... silly me! this won't happen again, although i really love the tea. great flavor and doesn't get too strong even after a long brewing period.",neutral
we're used to spicy foods down here in south texas and these are not at all spicy. doubt very much habanero is used at all. could take it up a notch or two.,neutral
"the product is great as you can't find it in stores. we love to use it sprinkled over white cheddar popcorn, which target used to sell. what an incredible flavor!! but, the shipping charge was outrageous!! don't fall for it!!!!",neutral
"i didn't read the ingredients carefully enough to see that these are gluten-free. wheat gluten adds a jerky-like texture to vegetarian jerky, which is missing here.<br /><br />the strips are wet -- not moist -- but wet. additionally, the hickory smoked soy flavor was waaaaay too sweet and reviewers have said that about other flavors as well.<br /><br />i'll finish the box i purchased, but i probably won't buy more.",neutral
"cliffs: 100% recommended from a paranoid, research crazy owner who wanted nothing but the best for my kitten.<br /><br />full review: my kitten loves this food. as with all kitten/cats you learn they have personalities, specific tastes and favorites.<br /><br />i spent a lot of time researching cat food and discovered so much bad food out there.<br /><br />the key to keeping your cat healthy is good food and exercise, read the ingrediants, the first 5 items are the most important and are the largest portions of the food.<br /><br />research indicates this is one of the best all around foods you can feed your cat/kitten. we started with k****nchow, which in the word of cat food is about a 5 outa 10 in quality, its got the #'s but not the wholesome natural ingredients from which they derive. think about taking a vitamin vs. eating veggies.<br /><br />this brand doesn't pack the most protein (which is crucial to cat development) but its well over the recommended amount, and quiet frankly, i'm not comfortable with a heavy protein diet, i believe there can be too much of a good thing.<br /><br />this grain free food also has lots of actual",positive
"doesn't pack the most protein (which is crucial to cat development) but its well over the recommended amount, and quiet frankly, i'm not comfortable with a heavy protein diet, i believe there can be too much of a good thing.<br /><br />this grain free food also has lots of actual vegetables and items you can identify in the food itself.<br /><br />this food smells almost fit for human consumption, you can pick up the flavors just by the scent, doesn't smell like typical big brand crap.<br /><br />many reviews claim softer and shinier coat and i have to agree. i've had a few cats the past 20yrs and hers by far is the softest coat i've ever felt.<br /><br />what i find great is she ignored the k****nchow when wet was out, but now will often choose this to snack on when the wet food has been out a hour or 2.<br /><br />this is good on her stomach and stools are not overly smelly like they were on other brand food we started initially. the food itself doesn't overly smell either.<br /><br />provides plenty of lasting energy too.<br /><br />overall i'm very pleased and could not recommend it more.",positive
or 2.<br /><br />this is good on her stomach and stools are not overly smelly like they were on other brand food we started initially. the food itself doesn't overly smell either.<br /><br />provides plenty of lasting energy too.<br /><br />overall i'm very pleased and could not recommend it more. pricier? of course. but its absolutely worth it at the rate she eats this. a bag this size lasts our kitten at least 4 months. for 30 bucks?! why not?!,positive
"20lbs showed up, packed in styrafoam cooler with plenty of gel/ice packs as promised.<br /><br />only 1 dud ia the lot, and he may just have been unmotivated... (very good percentage !)<br /><br />flavor was good, both raw and fried (with cornmeal in a shallow pan).<br /><br />amazon prime shipping made it quite a good deal!<br /><br />next time i think i need about twice as many..",positive
"i and my kids all enjoyed this cereal. it's not as healthy as some quality, tasty cereals out there (fiber one, for example) but it's a tasty alternative for breakfast or snack.",positive
"ok i am a chocolate snob. if things have chocolate in them they have to taste really good. and these do. i bought a box and the local grocer today, there are about 16 wafers in a box and now there are just 2 left.",positive
"bought a keurig for times when a single cup of coffee is all that is needed. what i had not anticipated was that my husband was underwhelmed with the assortment of coffees that came with the brewer... until i found the double black diamond extra bold. now my keurig is being used for afternoon coffee breaks and i don't feel like my ""investment"" is headed to a yard sale/thrift shop anytime soon. if you are a lover of stronger, premium coffee, this may be exactly what you are looking for when a pot of coffee is simply too much for one.",positive
"i have read many places that stash has the highest amounts of antioxidants found in green tea. it is a little pricier than some other brands, but the taste is good, so it is worth it.",positive
absolutely gross! if you can imagine swallowing a mouth full of gel that will barely go down unless a glass of water is handy. i cannot believe power bar company would put something out like this! we are stuck with a case of this garbage. do not buy!,negative
if you follow correct method of preparing (let this tea in boiling water for 10-15 minutes) this will taste great.<br /><br />better place to buy this is go to nearest indian store they generally sell 1 lb in usa for around 2.99$ only. not sure why it is overpriced online.,positive
"<span class=""tiny""> length:: 2:06 mins<br /><br /></span>celestial seasonings english breakfast black tea is delicious both hot or as iced tea. the tea has a faint perfume but not overwhelming. i like different teas but find this one to be the best for hot and cold. i love that i can control the strength of the tea. hot i prefer the medium button, cold, i use the largest cup button. either way i get a perfect serving of tea.",positive
mostly i drink coffee but often have a cup of tea too. first brew was three minutes. box said one to three minutes. three minutes great taste and high acidity. second try two minutes. less acid and wonderful taste reminds me of orange blossoms? next i will try one minute. when hot water hits tea bag the water instantly changes color to dark tea color. us lipton is bland compared to this pg.,positive
"these treats are great for training our miniature poodle. who is very self willed. he never seems to tire of these treats. but with that being said we dont give him a lot. only one when he does something we are trying to get him to do.<br /><br />i heard one pet owner makes her own. havent figured out how to do that yet. so this is what we are doing now.<br /><br />the price is cheaper than our local pet store.<br /><br />but in my opinion, this company is make a boat load of money, hand over fist. knowing the price of liver, cheap, cheap, cheap. i wish i had a freeze dry machine.<br /><br />great item for those that are not the do it yourself freeze drier.",positive
this is my favorite drink. better than plain coffee. i truly enjoy it and drink it every day. it lasts me quite a while as i only have one cup a day. great way to start my day.,positive
i was very satisfied with the price and quality of the product. i could not find these gluten free cheetos in any store so i was happy to find them online.,positive
i'm not one who normally eats any cookies. i have tried plenty of cookies though. i also completely agree with the other reviewer who says these cookies are way better than oreos. these are so much better there's really no comparison. i saw these in a store and the box caught my eye. when i saw the ingredient list it looked like something i would like with unusually high quality and healthy ingredients. i thought they were pricey but i thought i'd give them a try. now they are one of my main foods i always keep in stock. i highly recommend these. they are not too sweet but definitely sweet enough. i could easily eat an entire box in one day but usually struggle to keep it down to about half a box a day. yes they are very addicting!! if you like chocolate i don't see how you wouldn't like these. these are really good!,positive
"i try to stick to all natural products in my household. that goes double for my dog. she is a super mutt with a strong stomach, but that doesn't mean i want to take any chances. these seem like quality treats and she really enjoys them. i have purchased several flavors and she loves them all. will definitely buy them again.",positive
"i got these for my christmas table and i also gave some to my cleaning lady and my daughter... i love the honey mustard the best*****, plus all the rest are nice, crunchy and also very fresh...im so glad i bought them, because i hestitated first but now i am happy i got them..happy holidays everyone.........",positive
"the seller did a very good job with packaging.only thing is that the producer company filled the big jar with a half of stevia powder.in this size 2 pound could fit.but this is not the sellers fault!!!!!they are honest,and reliable shop.nice to deal with!",positive
"they are exactly what i've been looking for. ever since i found them at whole foods in the bulk food area i've loved them. the whole foods by me stopped carrying them so i searched on amazon and found them.<br /><br />these bears do taste exactly the same as regular gummy bears. most people who try them can't tell the difference, but after a while you will start being able to taste the artificial sweetener. given enough times between ""servings"" you'll never tell.<br /><br />now mind you this is not a ""oh since it sugar free i can eat as much as i want"" item. this requires moderation. the artificial sweeteners in any diet or sugar free item will usually make people sick, with either runs or gas. except for very few people, you have to control how much you eat of this or you will get sick.<br /><br />this food is mainly for diabetics and people who can't have sugar in their diet. they usually control how much they eat of these types of items anyway. otherwise if you can control how much you're eating at one time and not just using it as a replacement for regular gummy",positive
"food is mainly for diabetics and people who can't have sugar in their diet. they usually control how much they eat of these types of items anyway. otherwise if you can control how much you're eating at one time and not just using it as a replacement for regular gummy bears, so you can eat more, this is an excellent item.<br /><br />and yes since this is haribo they will have the extra stiffness most people have come to love about this particular gummy company.",positive
"this is one of my favorite water add-ins. i think it has a really crisp, clean taste...with a hint of grassy-ness. the tea particles tend to settle at the bottom of the bottle, if left standing for more than a few minutes, so i have to shake it up periodically. there are times when i feel like i'm drinking something that was squeezed off the blades of a lawnmower, but this seems to be based on my choice of sweetener. it tastes great when i use stevia, but when i use sweet & low...i get a bitter-ish grassy taste.",positive
"i didn't seem to be producing enough milk for my son so i decided to try this tea based on a recommendation from a friend. it definitely has an acquired taste much like black licorice, which i don't particularly care for. however, it is bearable once you add a fair bit of honey. it's hard to say if the tea itself worked for me because in addition to the tea, i have been taking fenugreek capsules and pumping after each feeding. in all fairness though, i did notice my milk supply increase. before this tea and the fenugreek i was only able to pump about a quarter of an ounce or a half ounce on a good day. after the tea and fenugreek, i noticed i was able to pump about two to two and half ounces per session. not much but still better than before. if you can get past the taste or happen to like licorice, i'd say it's a decent product. just be sure to add plenty of honey. if nothing else it's a nice tea to drink before bed.",neutral
"past the taste or happen to like licorice, i'd say it's a decent product. just be sure to add plenty of honey. if nothing else it's a nice tea to drink before bed.",neutral
